City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
359,popondetta,-8.7537,148.2534,82.63,67,98,1.7,PG,1618095204
360,griffith,41.5284,-87.4237,60.01,100,90,5.75,US,1618095204
361,geraldton,-28.7667,114.6,71.6,73,90,14.97,AU,1618095204
362,fagerstrand,59.7347,10.5931,33.01,54,0,1.01,NO,1618095205
363,yuzhno-kurilsk,44.0306,145.8556,39.9,65,2,3.56,RU,1618095205
364,chaman,30.9236,66.4512,67.98,13,18,6.85,PK,1618095205
365,east wenatchee bench,47.4257,-120.2812,48.99,21,1,18.41,US,1618095205
366,artigas,-30.4,-56.4667,79.74,64,54,9.24,UY,1618095026
367,portlethen,57.0547,-2.1307,30.99,86,40,5.75,GB,1618095206
368,cayenne,4.9333,-52.3333,75.2,100,90,4.61,GF,1618095206
369,te anau,-45.4167,167.7167,55.92,94,100,3.49,NZ,1618095206
370,haines junction,60.7522,-137.5108,8.6,23,97,5.75,CA,1618095206
371,merrill,45.1805,-89.6835,52.0,81,90,3.44,US,1618095207
372,miramar,25.9873,-80.2323,82.4,57,20,16.11,US,1618095207
373,leningradskiy,69.3833,178.4167,-5.91,94,100,1.83,RU,1618095207
374,batelov,49.3143,15.3947,48.99,59,94,5.01,CZ,1618095207
375,mount gambier,-37.8333,140.7667,51.8,76,75,14.97,AU,1618095208
376,yabrud,33.9674,36.6574,42.8,70,0,9.22,SY,1618095208
377,lhokseumawe,5.1801,97.1507,76.91,86,47,3.8,ID,1618095208
378,kahului,20.8947,-156.47,78.8,53,20,12.66,US,1618095208
379,zhuanghe,39.7008,122.9911,46.92,84,99,6.11,CN,1618095209
380,poya,-21.35,165.15,78.67,84,100,5.77,NC,1618095209
381,lewistown,40.5992,-77.5714,63.0,94,90,5.75,US,1618095209
382,novyy urengoy,66.0833,76.6333,28.27,93,49,10.42,RU,1618095209
383,worland,44.0169,-107.9554,70.0,11,1,6.91,US,1618095210
384,xixiang,35.1628,112.865,53.33,59,100,4.68,CN,1618095210
385,meadow lake,34.8014,-106.5436,75.99,6,20,9.22,US,1618095210
386,iralaya,15.0,-83.2333,84.2,74,40,5.75,HN,1618095210
387,egvekinot,66.3167,-179.1667,0.27,75,100,13.91,RU,1618095211
388,kutum,14.2,24.6667,70.74,11,47,11.14,SD,1618095211
389,tulsipur,28.131,82.2973,69.01,79,1,11.01,NP,1618095211
390,arroyohondo,10.2522,-75.0198,86.0,74,40,5.75,CO,1618095211
391,vangaindrano,-23.35,47.6,72.07,94,39,4.03,MG,1618095212
392,rubizhne,49.0123,38.3797,44.24,58,99,7.67,UA,1618095212
393,gardez,33.5974,69.2259,47.03,64,92,3.44,AF,1618095212
394,okhotsk,59.3833,143.3,22.87,76,100,28.88,RU,1618095212
395,porto santo,33.072,-16.3415,64.4,88,40,8.05,PT,1618095213
396,ketchikan,55.3422,-131.6461,39.2,87,90,6.91,US,1618095213
397,mirnyy,62.5353,113.9611,-0.58,94,37,7.05,RU,1618095213
398,jacmel,18.2342,-72.5347,84.2,61,75,9.22,HT,1618095213
399,hirson,49.9226,4.0826,44.01,100,100,5.99,FR,1618095214
400,zarubino,42.63,131.0922,40.73,87,18,1.99,RU,1618095214
401,damara,4.9608,18.7035,78.08,65,97,4.21,CF,1618095214
402,meulaboh,4.1363,96.1285,76.91,87,58,4.14,ID,1618095214
403,vila,42.0304,-8.1588,51.01,93,96,1.01,PT,1618095215
404,salinopolis,-0.6136,-47.3561,79.38,82,70,11.16,BR,1618095215
405,derzhavinsk,51.1,66.3167,30.18,90,0,11.18,KZ,1618095215
406,zhigansk,66.7697,123.3711,-3.57,82,1,15.77,RU,1618095215
407,ajdabiya,30.7554,20.2263,59.99,32,29,11.59,LY,1618095216
408,yemelyanovo,56.1681,92.6767,19.4,73,0,1.5,RU,1618095216
409,jumla,29.2747,82.1838,40.23,24,0,5.46,NP,1618095216
410,port keats,-14.25,129.55,83.98,70,13,1.88,AU,1618095216
411,lokosovo,61.1333,74.8167,33.03,99,100,1.19,RU,1618095217
412,pedasi,7.5333,-80.0333,77.0,71,33,5.88,PA,1618095217
413,karratha,-20.7377,116.8463,83.17,75,57,12.73,AU,1618095217
414,egra,50.0796,12.3739,43.0,96,100,1.01,CZ,1618095217
415,bad doberan,54.1071,11.9005,42.01,60,75,13.8,DE,1618095218
416,san juan bautista,-14.0108,-75.7358,73.4,64,20,12.66,PE,1618095218
417,tilichiki,60.4667,166.1,9.43,83,100,20.07,RU,1618095218
418,farmington,36.7281,-108.2187,71.6,6,1,14.97,US,1618095218
419,arrentela,38.6167,-9.1,62.01,94,40,5.75,PT,1618095219
420,hobyo,5.3505,48.5268,82.13,61,6,14.2,SO,1618095219
421,dabhol,17.6,73.1667,79.95,68,86,4.47,IN,1618095219
422,rosignol,6.2833,-57.5333,76.5,87,92,5.5,GY,1618094953
423,shikhazany,55.5605,47.393,33.8,100,90,4.47,RU,1618095220
424,turiacu,-1.6633,-45.3717,74.95,90,88,4.41,BR,1618095220
425,teguise,29.0605,-13.564,66.2,72,20,10.36,ES,1618095220
426,axim,4.8699,-2.2405,80.98,85,92,7.49,GH,1618095220
427,rio grande,-32.035,-52.0986,73.99,95,100,1.99,BR,1618095221
428,pozo colorado,-23.4923,-58.7972,88.23,41,42,6.17,PY,1618095221
429,bonavista,48.6499,-53.1147,32.0,100,100,5.75,CA,1618095221
430,aklavik,68.2191,-135.0107,-2.2,55,20,11.5,CA,1618095221
431,gizo,-8.103,156.8419,79.95,84,100,10.33,SB,1618095222
432,emba,48.8264,58.1442,41.86,78,17,11.83,KZ,1618095222
433,niltepec,16.5667,-94.6167,85.82,56,14,11.16,MX,1618095222
434,oum hadjer,13.2954,19.6966,82.17,7,2,10.74,TD,1618095222
435,channel-port aux basques,47.5702,-59.1367,31.84,79,93,16.67,CA,1618095223
436,yar-sale,66.8333,70.8333,28.31,93,82,12.5,RU,1618095223
437,dolinsk,47.35,142.8,41.0,70,4,8.95,RU,1618095223
438,nanchang,28.6833,115.8833,57.7,92,100,4.09,CN,1618095223
439,olafsvik,64.8945,-23.7142,39.06,93,100,13.13,IS,1618095224
440,northam,51.0333,-4.2167,41.0,80,22,5.01,GB,1618095224
441,aykhal,66.0,111.5,-4.99,97,95,4.25,RU,1618095224
442,verkhnevilyuysk,63.4453,120.3167,6.1,91,100,8.1,RU,1618095224
443,puerto carreno,6.189,-67.4859,74.71,91,100,5.17,CO,1618095225
444,camargo,27.6667,-105.1667,88.84,6,40,10.65,MX,1618095225
445,aldan,58.6031,125.3894,5.72,89,100,11.12,RU,1618095225
446,chiang khong,20.2613,100.4046,71.6,94,0,3.44,TH,1618095225
447,chernyshevskiy,63.0128,112.4714,-4.22,94,49,3.65,RU,1618095225
448,mogadishu,2.0371,45.3438,82.17,74,48,10.36,SO,1618095226
449,santa isabel do rio negro,-0.4139,-65.0192,78.66,80,91,2.39,BR,1618095226
450,knysna,-34.0363,23.0471,55.4,100,0,2.3,ZA,1618095226
451,riachao do dantas,-11.0689,-37.725,73.0,84,79,4.38,BR,1618095226
452,sayat,38.7839,63.8803,59.0,51,0,4.61,TM,1618095227
453,lobva,59.1854,60.5185,40.6,98,100,5.5,RU,1618095227
454,turinsk,58.0458,63.696,36.23,93,97,11.16,RU,1618095227
455,kungurtug,50.5994,97.5228,18.77,95,96,3.02,RU,1618095227
456,rantepao,-2.9701,119.8978,68.25,93,100,1.79,ID,1618095228
457,ambovombe,-25.1667,46.0833,73.09,89,0,9.24,MG,1618095228
458,esso,55.9333,158.7,16.03,78,12,7.74,RU,1618095228
459,fortuna,40.5982,-124.1573,55.99,58,20,23.02,US,1618095228
460,fort walton beach,30.4058,-86.6188,73.0,78,1,3.44,US,1618095229
461,maraa,-1.8333,-65.3667,74.75,95,89,2.33,BR,1618095229
462,iranshahr,27.2025,60.6848,72.48,22,2,1.25,IR,1618095229
463,paamiut,61.994,-49.6678,31.05,92,35,8.37,GL,1618095229
464,traverse city,44.7631,-85.6206,51.8,76,90,7.16,US,1618095230
465,zheleznodorozhnyy,55.7503,38.0042,39.2,52,2,2.24,RU,1618095230
466,kirakira,-10.4544,161.9205,83.93,70,97,7.23,SB,1618095230
467,alta floresta,-9.8756,-56.0861,73.69,93,61,3.18,BR,1618095230
468,yenagoa,4.9247,6.2642,78.57,86,68,3.98,NG,1618095231
469,ilyich,40.8464,68.5067,55.22,53,0,7.27,KZ,1618095231
470,hualmay,-11.0964,-77.6139,70.03,85,46,5.73,PE,1618095231
471,vila velha,-20.3297,-40.2925,77.0,73,20,5.75,BR,1618095231
472,bantry,51.6833,-9.45,33.8,93,40,9.22,IE,1618095232
473,kamaishi,39.2667,141.8833,37.4,75,0,4.61,JP,1618095232
474,kumo,10.0447,11.2122,87.94,24,94,4.56,NG,1618095232
475,denpasar,-8.65,115.2167,78.8,89,40,2.3,ID,1618095029
476,svetlogorsk,52.6333,29.7333,40.59,70,11,8.81,BY,1618095232
477,homer,59.6425,-151.5483,27.0,50,90,9.22,US,1618095233
478,ayan,56.45,138.1667,27.09,92,100,8.68,RU,1618095233
479,ramjibanpur,22.8333,87.6167,77.45,78,0,8.08,IN,1618095233
480,san jeronimo,-11.9472,-75.2829,51.58,86,97,7.11,PE,1618095233
481,orcopampa,-15.2661,-72.3417,48.06,81,96,8.21,PE,1618095234
482,provideniya,64.3833,-173.3,2.77,77,100,22.79,RU,1618095234
483,porto novo,6.4965,2.6036,84.2,79,40,5.75,BJ,1618095234
484,nhulunbuy,-12.2333,136.7667,82.4,83,90,4.61,AU,1618095234
485,san quintin,30.4833,-115.95,65.43,68,58,15.32,MX,1618095235
486,volchansk,59.9378,60.081,34.21,99,100,1.36,RU,1618095235
487,khandyga,62.6667,135.6,15.66,93,100,11.39,RU,1618095235
488,rio gallegos,-51.6226,-69.2181,59.0,38,0,16.11,AR,1618094971
489,roswell,34.0232,-84.3616,70.0,73,75,8.05,US,1618095236
490,huarmey,-10.0681,-78.1522,70.68,85,74,5.59,PE,1618095236
491,chake chake,-5.2459,39.7666,77.02,89,93,6.85,TZ,1618095237
492,medyn,54.9692,35.8586,32.0,69,3,2.24,RU,1618095237
493,fenoarivo atsinanana,-17.3667,49.4167,73.65,92,96,5.7,MG,1618095238
494,tripoli,32.8752,13.1875,60.22,68,97,21.21,LY,1618095130
495,anori,-3.7728,-61.6442,77.88,86,98,3.22,BR,1618095238
496,karakol,42.4907,78.3936,38.28,36,4,4.61,KG,1618095238
497,wukari,7.85,9.7833,86.4,50,77,12.15,NG,1618094951
498,ewa beach,21.3156,-158.0072,78.8,50,20,9.22,US,1618095238
499,belozerskoye,55.8214,65.5842,34.56,95,90,8.19,RU,1618095239
500,french harbor,16.35,-86.4333,86.0,79,40,13.8,HN,1618095239
501,lompoc,34.6391,-120.4579,62.01,55,39,18.41,US,1618095239
502,manjeshwar,12.7194,74.8861,78.8,78,20,3.44,IN,1618095240
503,loandjili,-4.7561,11.8578,78.51,80,100,4.32,CG,1618095240
504,harper,4.375,-7.7169,80.58,82,99,7.31,LR,1618095077
505,chara,56.9064,118.2631,2.98,73,62,2.93,RU,1618095240
506,grafton,42.207,-71.6856,71.6,46,1,13.8,US,1618095240
507,kyren,51.6828,102.1408,21.81,77,87,3.02,RU,1618095241
508,calabozo,8.9242,-67.4293,82.89,59,100,2.95,VE,1618095241
509,muros,42.7762,-9.0603,54.0,82,99,14.36,ES,1618095241
510,bacolod,10.6667,122.95,80.35,76,71,9.22,PH,1618095241
511,guaruja,-23.9931,-46.2564,80.01,26,4,1.99,BR,1618095242
512,buala,-8.145,159.5921,83.1,71,100,4.09,SB,1618095242
513,tupik,54.4253,119.9327,12.02,83,94,3.22,RU,1618095242
514,mackenzie,55.2999,-123.1698,35.6,38,1,4.61,CA,1618095242
515,husavik,66.0449,-17.3389,24.8,68,0,8.05,IS,1618095243
516,mehamn,71.0357,27.8492,28.35,59,54,17.76,NO,1618095243
517,lucapa,-8.4192,20.7447,63.03,97,96,3.24,AO,1618095243
518,cabra,37.4725,-4.4421,59.0,88,20,8.05,ES,1618095243
519,pahrump,36.2083,-115.9839,84.99,5,0,4.0,US,1618095183
520,yumen,40.2833,97.2,49.78,49,87,17.25,CN,1618095244
521,bousso,10.4795,16.7117,83.64,40,16,5.21,TD,1618095244
522,mikkeli,61.6886,27.2723,32.0,93,0,5.75,FI,1618095244
523,miles city,46.4083,-105.8406,69.8,14,75,13.8,US,1618095245
524,tefe,-3.3542,-64.7114,86.0,74,40,3.44,BR,1618095068
525,college,64.8569,-147.8028,15.01,37,40,9.22,US,1618095079
526,kretinga,55.8758,21.2508,28.4,93,40,2.3,LT,1618095245
527,truro,50.2653,-5.0544,41.0,65,20,10.36,GB,1618095245
528,chifeng,42.2683,118.9636,56.41,40,100,14.92,CN,1618095245
529,binzhou,37.3667,118.0167,52.9,60,94,8.75,CN,1618095246
530,aloleng,16.1307,119.7824,80.35,71,85,5.64,PH,1618095246
531,antofagasta,-23.65,-70.4,64.4,72,40,14.97,CL,1618095010
532,hudson bay,52.85,-102.3842,56.07,31,70,4.99,CA,1618095246
533,alice springs,-23.7,133.8833,63.0,51,0,9.22,AU,1618095246
534,kurbnesh,41.7797,20.0836,41.0,81,0,3.44,AL,1618095247
535,orlik,52.5178,99.825,12.4,88,60,2.57,RU,1618095247
536,ordynskoye,54.3656,81.8994,26.65,96,76,6.89,RU,1618095247
537,zhanaozen,43.3,52.8,65.71,25,7,18.84,KZ,1618095247
538,torres,-29.3353,-49.7269,73.6,83,98,4.38,BR,1618095248
539,deep river,46.1001,-77.4995,77.0,31,20,10.36,CA,1618095248
540,henties bay,-22.116,14.2845,73.53,54,0,8.28,NA,1618095248
541,kasongo-lunda,-6.4667,16.8167,68.32,97,82,2.06,CD,1618095248
542,yaransk,57.3033,47.8861,33.12,99,100,4.47,RU,1618095249
543,plettenberg bay,-34.0527,23.3716,62.24,77,100,1.43,ZA,1618095249
544,shimsk,58.212,30.7127,32.92,92,19,5.28,RU,1618095249
545,norfolk,42.1668,-71.2495,75.2,43,20,12.66,US,1618095152
546,concarneau,47.875,-3.9225,42.8,87,0,9.22,FR,1618095249
547,waipawa,-41.4122,175.5153,68.0,73,75,20.71,NZ,1618095250
548,laksham,23.2472,91.1425,72.75,86,11,6.31,BD,1618095250
549,new bedford,41.6362,-70.9342,60.8,63,33,14.97,US,1618095164
550,baikunthpur,23.25,82.55,75.38,20,43,4.72,IN,1618095250
551,tezu,27.9167,96.1667,65.43,86,82,5.97,IN,1618095251
552,rakamaz,48.1333,21.4667,41.0,70,0,4.61,HU,1618095251
553,porbandar,21.6422,69.6093,77.83,69,0,9.46,IN,1618095242
554,carmen,18.6333,-91.8333,89.6,70,40,6.91,MX,1618095251
555,san andres,12.5847,-81.7006,82.4,78,90,10.36,CO,1618095245
556,krasnoselkup,65.7,82.4667,32.99,82,100,9.01,RU,1618095251
557,golkoy,40.6875,37.6178,46.4,87,75,3.44,TR,1618095253
558,kadaya,50.9327,119.2911,28.92,42,53,7.9,RU,1618095253
559,prince albert,53.2001,-105.7677,51.8,32,40,9.22,CA,1618095253
